Feature \ Sample	SRS011061	SRS011134	SRS011239
4|A0A134A578	0	0	0
4|A0A178K7C5	0	0	0
4|A6TUT5	0	0	0
4|A8MJE8	0	0	0
4|B8J0I2	0	0	0
4|C5EEA3	0	0.000990991	0
4|C6BX55	0	0	0
4|D1P2A0	0	0	0
4|D2KVE9	0	0	0
4|G1WHJ9	0	0	0
4|K8DYB7	0	0	0
4|Q30W70	0	0	0
4|Q30WW3	0	0	0
4|Q3A617	0	0	0
4|Q6AM73	0	0	0
4|R2T6T9	0	0	0
4|R4Y5E4	0	0	0
4|R9MND2	0	0	0
5|A0A091C839	0	0	0
5|A0A098R2N0	0	0	0
5|A0A099I2W8	0	0	0
5|A0A0A6S4M4	0	0	0
5|A0A0A7FYZ2	0	0	0
5|A0A0F4VRP2	0	0	0
5|A0A0I9WIZ4	0	0	0
5|A0A0K1F3T2	0	0	0
5|A0A0M2NG28	0	0	0
5|A0A0M2NMU6	0	0	0
5|A0A0R1F6B2	0	0	0
5|A0A0R1GNH5	0	0	0
5|A0A0R1Q920	0	0	0
5|A0A0R1V613	0	0	0
5|A0A0R1WVJ9	0	0	0
5|A0A0R2AF79	0	0	0
5|A0A0R2FVZ1	0	0	0
5|A0A0R2H5D7	0	0	0
5|A0A0R2HSS6	0	0	0
5|A0A0U0K2C1	0	0	0
5|A0A0V8QAB4	0	0	0
5|A0A139T368	0	0	0
5|A0A143X8V0	0	0	0
5|A0A174H662	0	0	0
5|B6FW14	0	0	0.000155118
5|C2ELS4	0	0	0
5|E1QW05	0	0	0
5|E2NU26	0.000276416	0.0203015	0.000155118
5|E2SL65	0	0	0
5|E7S699	0	0	0
5|F2N714	0	0	0
5|F4GJ42	0	0	0
5|G7M8E5	0	0	0
5|H5T2V1	0	0	0
5|I9DK59	0	0	0
5|K6W9B3	0	0	0
5|M2NEK5	0	0	0
5|R2QS06	0	0	0
5|R2SDC2	0	0	0
5|R4JXW1	0	0	0
5|R7AA20	0	0	0
5|R9LQC8	0	0	0
5|U1WSM5	0	0	0
5|U2JZ67	0	0	0
5|U2TM27	0	0	0
5|X0PS46	0	0	0
6|A0A034T1M9	0	0	0
6|A0A080KEY8	0	0	0
6|A0A085GA67	0	0	0
6|A0A086GE88	0	0	0
6|A0A0A2VZ96	0	0	0
6|A0A0A3AQL5	0	0	0
6|A0A0A3FM33	0	0	0
6|A0A0S2SF42	0	0	0
6|A0A0T6PP92	0	0	0
6|A0A0T9PBU8	0	0	0
6|C4L934	0	0	0
6|D6HUM5	0	0	0
6|L8J9M3	0	0	0
7|A0A034T1P8	0	0	0
7|A0A084T2T3	0	0	0
7|A0A085FZE4	0	0	0.000930707
7|A0A096BHK0	0	0	0
7|A0A0A2VZB7	0	0	0
7|A0A0B4IQ12	0	0	0
7|A0A0E8XP40	0	0	0
7|A0A0F4NII5	0	0	0
7|A0A0H3FFE2	0	0	0
7|A0A0H3J2B1	0	0	0
7|A0A0I1P0K1	0	0	0
7|A0A0N8NM72	0	0	0
7|A0A0R2FPV6	0	0	0
7|A0A181XUE3	0	0	0
7|C2ELS8	0	0	0
7|C4LFY8	0	0	0
7|D0GPY5	0	0	0
7|D1AJA5	0	0	0
7|D4E0C4	0	0	0.000310236
7|D4F6M7	0	0	0.000354555
7|R2NU61	0	0	0
7|R2PXM8	0	0	0
7|R4K8C1	0	0	0
7|S0SCV5	0	0	0
7|X0PU04	0	0	0
8|A0A085EEH8	0	0	0
8|A0A099WS45	0	0	0
8|A0A099XSF3	0	0	0
8|A0A0A2DUQ6	0	0	0
8|A0A0A2E3U5	0	0	0
8|A0A0A2G7C0	0	0	0
8|A0A0D3L9D0	0	0	0
8|A0A0D7W2E1	0	0	0
8|A0A0D8JGC2	0	0	0
8|A0A0E9LVW0	0	0	0
8|A0A0G0LLF8	0	0	0
8|A0A0N8GN74	0	0	0
8|A0A0P0CKU4	0	0	0
8|A0A0P7AMN2	0	0	0
8|A0A0X8X1X0	0	0	0
8|A0A150AQH2	0	0	0
8|A6E8I5	0	0	0
8|B7AGT3	0.154793	0.0784534	0.271146
8|H1Y8R4	0	0	0
8|H8KRM5	0	0	0
8|I6APP4	0	0	0
8|J5VUJ2	0	0	0
8|R5VEF8	0	0	0
8|R6T0L9	0	0	0
8|R9GTV9	0	0	0
8|W7Y529	0	0	0
9|A0A011A449	0	0	0
9|A0A089HRK6	0	0	0
9|A0A099I0L1	0	0	0
9|A0A0B5QJY1	0	0	0
9|A0A0V8QCF5	0	0.00073443	0
9|A0A139T096	0	0	0
9|A0A140DXR4	0	0	0
9|A0A143ZQQ3	0	0	0
9|A0A170NN66	0	0	0
9|A0A173RAC9	0	0	0
9|A0A174IC82	0	0.0128829	0
9|B0MAT7	0	0	0
9|B0N0F9	0	0	0
9|B1C0V4	0	0.0105706	0.000297826
9|B6FX97	0	0	0
9|B7CCP2	0	0	0
9|C0CZN8	0	0	0
9|E7G882	0	0	0
9|H1BMX4	0	0	0
9|H3K7U9	0	0	0
9|I8TYV2	0	0	0
9|M2PZQ2	0	0	0
9|N9XLQ2	0	0	0
9|R5YZ99	0	0	0
9|R5Z3U5	0	0	0
9|R5Z792	0	0	0
9|R9LNJ6	0	0	0
9|U2R520	0	0	0
10|A0A089LJ13	0	0	0
10|A0A098AWB8	0	0	0
10|A0A0J8G230	0	0	0
10|A0A101VA27	0	0	0
10|A0A180FAB9	0	0	0
10|A4J851	0	0	0
10|B6WUX6	0	0	0
10|B6WXM2	0	0	0
10|C4IK07	0	0	0
10|C7LP05	0	0	0
10|C7LUE5	0	0	0
10|E5VHX9	0	0	0
10|E5Y378	0	0	0
10|E5Y7I4	0	0	0
10|F0JHB0	0	0	0
10|F6CM77	0	0	0
10|G2H8Y7	0	0	0
10|G2HDJ2	0	0	0
10|G7LUJ7	0	0	0
10|H5XXX7	0	0	0
10|I5AQH6	0	0	0
10|M1WRN5	0	0	0
10|Q312S2	0	0	0
10|Q6AIS4	0	0	0
10|R4K606	0	0	0
11|A0A060GM51	0	0	0
11|A0A060GSE4	0	0	0
11|A0A096ZNX3	0	0	0
11|A0A0F2SCX8	0	0	0
11|A0A101G5A0	0	0	0
11|A0A117SHS9	0	0	0
11|B0CLU7	0	0	0
11|B9M011	0	0	0
11|B9M021	0	0	0
11|D8WWC2	0	0	0
11|I6LHT8	0	0	0
11|I7GGX4	0	0	0
11|K0ND30	0	0	0
11|O87943	0	0	0
11|R4KCB7	0	0	0
11|R4KI57	0	0	0
12|A0A031WCL4	0	0	0
12|A0A075KHH8	0	0	0
12|A0A099S3M3	0	0	0
12|A0A0E3JS98	0	0	0
12|A0A0E4BG13	0	0	0
12|A0A0M0A789	0	0	0
12|A0A0P6YDT3	0	0	0
12|A0A101VQ84	0	0	0
12|A0A101WEA2	0	0	0
12|A0A140L3G3	0	0	0
12|A0A143XAV1	0	0	0
12|A0A173STL7	0	0	0
12|A0A173ULY0	0	0	0
12|A0A174DZW1	0	0	0
12|A0A174FUW2	0	0	0
12|B9CLF7	0	0	0
12|E1QVI8	0	0	0
12|F0SW35	0	0	0
12|R6J4M6	0	0	0.00510837
12|R6QAT7	0	0	0
12|R7D4X2	0	0	0
13|A0A075SNW0	0	0	0
13|A0A084AER5	0	0	0
13|A0A0D6DYT6	0	0	0
13|A0A0T8QTS3	0	0	0
14|A0A069ACR4	0	0	0
14|A0A069RFE1	0	0	0
14|A0A0E3JNE2	0	0	0
14|A0A0J6WT09	0	0	0
14|A0A110A795	0	0	0
14|A0A133SGV0	0	0	0
14|A8MK87	0	0	0
14|B0AD77	0	0	0
14|C0C023	0	0	0
14|F6DKL9	0	0	0
14|F7NKS1	0	0	0
14|I8TSP5	0	0	0
14|N1ZE80	0	0	0
14|R7B9M0	0	0	0
15|A0A060GM47	0	0	0
15|A0A060GSE2	0	0	0
15|A0A060GTJ5	0	0	0
15|A0A094K1W7	0	0	0
15|A0A0F2NHU6	0	0	0
15|A0A142JYV4	0	0	0
15|B0CMZ9	0	0	0
15|B0CN00	0	0	0
15|D8WZ05	0	0	0
15|E0WEX9	0	0	0
16|A0A083ZZW7	0	0	0
16|A0A0J1GMY3	0	0	0
16|A0A0R1GLI9	0	0	0
16|A0A165ICG6	0	0	0
16|A0A174KU93	0	0	0
16|C9A820	0	0	0
16|E3H684	0	0	0
16|E3H691	0	0	0
16|F0Z275	0	0	0
16|F0Z2A9	0	0	0
16|R6QGH8	0	0	0
16|R9JZX2	0	0	0
16|W3APH6	0	0	0
17|A0A099I4L9	0	0	0
17|A0A0E9FN73	0	0	0
17|A0A0F6U0B1	0	0	0
17|A0A0G3QG61	0	0	0
17|A0A0K8JKM8	0	0	0
17|A0A0M2NIB2	0	0	0
17|A0A0S8IBH0	0	0	0
17|A0A140DV12	0	0	0
17|A0A173RHB6	0	0	0
17|D1APR6	0	0	0
17|D1ARQ1	0	0	0
17|G9PIM6	0	0	0
17|H1BJ82	0	0	0
17|I9NKK8	0	0	0
17|R9LTW3	0	0	0
18|A0A011A8L4	0	0	0
18|A0A069SBN3	0.0296999	0.0126161	0.0378488
18|A0A140DXE8	0	0	0
18|B0MJB5	0	0	0
18|B0NXL8	0	0	0
18|B1C5B7	0	0	0
18|B7CD02	0	0	0
18|D1ANR4	0	0	0
18|E2SNW2	0	0	0
18|H1AJF4	0	0	0
18|H1BLI3	0	0	0
18|R9LTH4	0	0	0
18|U2QTM5	0	0	0
19|A0A084ST45	0	0	0
19|A0A0C1D9R8	0	0	0
19|A0A0J5ZDI6	0	0	0
19|A0A0M3AH13	0	0	0
19|A0A0M3BZY6	0	0	0
19|A3RV69	0	0	0
19|H8MUA0	0	0	0
19|H8Y6M3	0	0	0
19|S9PET5	0	0	0
20|A0A073IRC8	0	0	0
20|A0A073J2H3	0	0	0
20|A0A0F2Q108	0	0	0
20|B6FJR9	0	0	0
20|C0C5J5	0	0	0
20|G2G0P6	0	0	0
20|I4D332	0	0	0
20|R2SDP6	0	0	0
20|R5XYH7	0	0	0
20|R7B2F9	0	0	0
20|S0SG11	0	0	0
21|A0A0T5X9U5	0	0	0
21|A0A0U9HDS0	0	0	0
21|A0A101F1Q5	0	0	0
21|A0A140LAC5	0	0	0
21|A0A162MVU1	0	0	0
21|A8F6C2	0	0	0
21|B5IEV9	0	0	0
21|B5Y6E3	0	0	0
21|L0HNW0	0	0	0
22|A0A0K9NAT4	0	0	0
22|A0A0U5P2D4	0	0	0
22|A0A174K6W3	0	0	0
22|B0NGB8	0	0	0
22|R5XX63	0	0	0
22|R6NVF0	0	0	0
22|R6WA99	0	0	0
22|R9MJN3	0	0	0
23|A0A031I385	0	0	0
23|A0A0A1F6X1	0	0	0
23|A0A0I9XDA8	0	0	0
23|A0A0P4U1H0	0	0	0
23|A0A0Q6W544	0	0	0
23|Q2HBR9	0	0	0
23|W0VCZ1	0	0	0
24|A0A0F9TJG0	0	0	0
24|A0A0F9TJG3	0	0	0
24|A0A0F9U219	0	0	0
24|A0A0F9U224	0	0	0
24|A0A0F9U227	0	0	0
24|A0A0F9UHC7	0	0	0
24|A0A0F9W6Q7	0	0	0
24|A0A0F9WRG3	0	0	0
25|A0A073ITI3	0	0	0
25|A0A0F0CL90	0	0	0
25|A0A0R1KB33	0	0	0
25|C0W9F6	0	0	0.00198551
25|E6MIT9	0	0	0
25|J1H8W1	0	0	0
25|R2Q2Y5	0	0	0
26|A0A061RIN7	0	0	0
26|A0A0D2LHP7	0	0	0
26|A0A150GZU0	0	0	0
26|D8UHK4	0	0	0
26|Q1RS83	0	0	0
27|A0A0P6YAC6	0	0	0
27|B0G487	0	0	0
27|E1RA88	0	0	0
27|K2DMD0	0	0	0
27|M5DYF9	0	0	0
27|R5F213	0	0	0
27|R9MRT1	0	0	0
28|A0A0K8JBP5	0	0	0
28|A0A0M0A869	0	0	0
28|A0A134AK54	0	0	0
28|D1AFQ7	0	0	0
28|U2Q801	0	0	0
29|C7N778	0	0	0
29|F9MU78	0	0	0
29|R6DTA9	0	0	0
29|R9LZG1	0	0	0
29|R9M115	0	0	0
30|A0A0H3XMX9	0	0	0
30|R4UGJ4	0	0	0
30|V5RHK0	0	0	0
30|W6A806	0	0	0
31|A0A0M9DXA4	0	0	0
31|A0A0Q0W3I4	0	0	0
31|A8ZUG3	0	0	0
31|B8FHW6	0	0	0
32|A0A100YXA1	0	0	0
32|F0Z0V1	0	0	0
33|A0A014M200	0	0	0
33|A0A0D7M4Q4	0	0	0
33|A0A0G4K2Z4	0	0	0
33|D2ZGF9	0	0	0
34|A0A0F8XYB2	0	0	0
34|A0A0F9EIS0	0	0	0
34|A0A0F9FRV9	0	0	0
34|A0A0F9MS30	0	0	0
35|A0A095YU54	0	0	0
35|B1C847	0	0	0
35|R6DR67	0	0.00033033	0
35|W2BVP1	0	0	0
36|A0A177MZI8	0	0	0
36|D9SGL3	0	0	0
37|A0A0E0T4A1	0	0	0
37|C6BT93	0	0	0
37|F0JEY8	0	0	0
38|A0A100YWM3	0	0	0
38|A0A154BWA2	0	0	0
38|A0A174FP99	0	0	0
39|A0A0F9RW10	0	0	0
39|A0A0F9T2J9	0	0	0
39|A0A0F9TJF5	0	0	0
39|A0A0F9U215	0	0	0
40|A0A068NI47	0	0	0
40|A0A174A6N2	0	0	0
40|R0B9W5	0	0	0
41|A0A0Q0VR02	0	0	0
41|A0A0Q1AB42	0	0	0
42|A0A0F7IF56	0	0	0
42|A0A101DF56	0	0	0
42|N0BKU3	0	0	0
43|A0A084T9J5	0	0	0
43|A0A0B8NK97	0	0	0
43|A0A0B8PY23	0	0	0
43|A0A0S3J6L2	0	0	0
44|A0A015QHV0	0	0	0.00070911
44|A0A0F5IWU6	0	0	0
44|A0A174H3C4	0	0	0.000256667
45|C3Z553	0	0	0
45|C3Z558	0	0	0
45|C3Z8Z6	0	0	0
46|A0A0N0D306	0	0	0
46|A0A0Q1ALV0	0	0	0
47|A0A0G4FZB3	0	0	0
47|B8CF70	0	0	0
48|A0A0A0IHA2	0	0	0
48|A0A0E3M8P3	0	0	0
49|A0A0F2NFL6	0	0	0
49|D2XBH8	0	0	0
50|A0A0Q0W1P7	0	0	0
50|B8FDB2	0	0	0
51|A0A081CAF0	0	0	0
51|A0A0S7ZHA0	0	0	0
51|A0A0S7ZN25	0	0	0
52|A0A139A8W4	0	0	0
52|K9LGX5	0	0	0
53|A0A0X8JHB5	0	0	0
53|E5Y2N4	0	0	0
53|E5Y2N6	0	0	0.000117152
54|A0A0G0MZ24	0	0	0
54|A0A0G1DZ52	0	0	0
55|A0A0C7NCU8	0	0	0
55|A0A174IJ31	0	0	0
55|S0FGI9	0	0	0
56|A0A174W4W6	0	0	0
56|A0A174W5M8	0	0	0
56|R5H4V4	0	0	0.000122731
57|A0A101GBX3	0	0	0
57|A0A101GRY1	0	0	0
58|A0A060GLE0	0	0	0
58|A0A0F2NKH2	0	0	0
59|A0A0S8K6Z6	0	0	0
59|A5CZF4	0	0	0
60|A0A0S8BKP4	0	0	0
60|A0A0S8F275	0	0	0
61|A0A037UYE2	0	0	0
61|G7LUM6	0	0	0
62|A0A0L6TX86	0	0	0
63|B6WVS5	0	0	0
64|A0A0L6TX75	0	0	0
65|A0A0F8XJF2	0	0	0
66|A0A081BV09	0	0	0
66|A0A0S6VPN4	0	0	0
67|A0A0S7ZQT6	0	0	0
67|R4K6E2	0	0	0
68|A0A174XMY6	0	0	0
68|V7I496	0	0	0
69|E5Y4P1	0	0	0
69|G1V070	0	0	0
70|A0A0F9MIC2	0	0	0
70|A0A0F9RF68	0	0	0
71|A0A0F2PC91	0	0	0
71|A0A0M2U0V4	0	0	0
72|A0A0M2NGW0	0	0	0
72|A0A136Q5E5	0	0	0
73|A6NRV0	0	0	0
73|G9RZJ8	0	0	0
74|A0A010ZN87	0	0	0
74|A0A073J5B8	0	0	0
75|A0A174XM46	0	0	0
75|S0FKT5	0	0	0
76|A0A0R2HUV7	0	0	0
76|F2N7D5	0	0	0
77|A0A135VKS2	0	0	0
77|A0A135VMY2	0	0	0
78|A0A0F9RVN4	0	0	0
79|A0A0B8R2R8	0	0	0
80|A0A143YBK1	0	0	0
80|H3NKM0	0	0	0
81|F0Z1V7	0	0	0
82|A0A174F1B2	0	0	0.000372283
82|F0YVI7	0	0	0
83|G5HSY5	0	0	0
83|J0MVV4	0	0	0
84|A0A174M043	0	0	0
85|A0A090N4R7	0	0	0
85|A4RTH8	0	0	0
86|A0A124IJF3	0	0	0
86|F0SUW1	0	0	0
87|A7VUT3	0	0.000917584	0.00124094
88|U2BKS8	0	0	0
89|G5RDI4	0	0	0
89|G5RKZ2	0	0	0
90|A0A173ZLM3	0	0	0
91|C0BYY1	0	0	0
91|R5IZ82	0	0	0
92|S2KI19	0	0	0
93|D6XC58	0	0	0
94|A0A146KDR1	0	0	0
95|A0A0D2NN58	0	0	0
96|A0A0M0BH12	0	0	0
97|A0A0Q1A2Y0	0	0	0
98|A6G8C6	0	0	0
99|A0A174LF87	0	0	0
100|F1TG12	0	0	0
101|B9M4R7	0	0	0
102|D9SUM7	0	0	0
103|E1YHT7	0	0	0
104|I4C671	0	0	0
105|A0A0S4LPH7	0	0	0
106|A0A0R1VLQ7	0	0	0
107|A0A0C2A1B3	0	0	0
108|A0A0C1Z8P6	0	0	0
109|R5J414	0	0	0
110|E4RMV7	0	0	0
111|B8FMK7	0	0	0
112|R6MR39	0	0	0
113|H0PUT3	0	0	0
114|A0A0P6WP22	0	0	0
115|A0A0F2Q1X9	0	0	0
116|A0A060GI59	0	0	0
117|A0A096B4W6	0	0	0
118|I4C5J8	0	0	0
119|F6ICL9	0	0	0
120|B8FA81	0	0	0
121|A0A0S7X6T8	0	0	0
122|K0NR56	0	0	0
123|A0A0F9RE25	0	0	0
124|A0A0L6U1F4	0	0	0
125|U2BHB9	0	0	0
126|I4A4B8	0	0	0
127|A0A0M2NKL8	0	0	0
128|A0A174L736	0	0	0
129|B1C5P6	0	0	0
130|A0A060GI62	0	0	0
131|A0A124FIM8	0	0	0
132|A0A0S7X6R7	0	0	0
133|F7V3S1	0	0	0
134|A0A0F2QAE3	0	0	0
135|G1V073	0	1.87404e-05	0
136|A0A0M2NIW5	0	0	0
137|A0A0S8KGW2	0	0	0
138|H6LFY6	0	0	0
139|A6TKL5	0	0	0
140|A0A127AQE8	0	0	0
141|B0MIH0	0	0	0
142|B8FFL2	0	0	0
143|A0A0M2NMT9	0	0	0
144|A0A151AX32	0	0	0
145|A0A135VQY2	0	0	0
146|A0A0M2U4U2	0	0	0
147|A0A0F2JIX8	0	0	0
148|A0A174XJP9	0.000315905	1.59837e-05	0
149|V7I9D4	0	0	0
150|R4KEI2	0	0	0
151|A0A173S205	0	0	0
152|B8G188	0	0	0
153|B1Q4S6	0	0	0
154|A0A174V4Q5	0	0	0
155|E3GNY5	0	0	0
156|A0A0W8FL18	0	0	0
157|A0A0S8IIS4	0	0	0
158|A0A073J0W2	0	0	0
159|A0A133U8F5	0	0	0
160|A0A0M2NPG2	0	0	0
161|A0A173ZGI4	0	0	0
162|A0A0F2Q2M3	0	0	0
163|C0QGR8	0	0	0
164|R4KAN9	0	0	0
165|A0A0F2Q201	0	0	0
166|A0A0M2NDU3	0	0	0
167|A0A174V1I4	0	0	0
168|R9MTQ1	0	0	0
169|F4GJ52	0	0	0
170|A0A0S7WEY6	0	0	0
171|F0Z239	0	0	0
172|A8ZW07	0	0	0
173|A0A0A0DVC5	0	0	0
174|A0A0S8I7Q5	0	0	0
175|E1R9S8	0	0	0
176|A0A0K9N841	0	0	0
177|A0A0G3EFV4	0	0	0
178|I6ARK0	0	0	0
179|A0A0M2U450	0	0	0
180|C1N297	0	0	0
181|K8EB92	0	0	0
182|N9W5G9	0	0	0
183|S2KRM2	0	0	0
184|R6ZUZ2	0	0	0
185|C0D3D3	0	0	0
186|A0A0G9L5V8	0	0	0
187|F8RGZ1	0	0	0
188|C0CUZ2	0	0	0
189|A0A161WR93	0	0	0
190|R5HQ67	0	0	0
191|A0A136Q7D3	0	0	0
192|A0A0U5NPR4	0	0	0
193|A0A151BL95	0	0	0
194|R6LMF2	0	0	0
195|A0A0J1GD69	0	0	0
196|A0A0F9WF35	0	0	0
197|A0A0F9W192	0	0	0
198|A0A174PVX3	0	0	0.000337223
199|A0A0F9X1X3	0	0	0
200|A0A0G0N003	0	0	0
201|U2QU25	0	0	0
202|S0FN65	0	0	0
203|G5ILT2	0	0	0
204|R7FKR5	0	0	0
205|A0A174EXZ0	0	0	0
206|A0A101VZA3	0	0	0
207|A0A0J1GPV1	0	0	0
208|F0SW32	0	0	0
209|A0A0W8FYN4	0	0	0
210|A0A174REB9	0	0	0.000371307
211|A7VW43	0	0	0
212|A0A098M885	0	0	0
213|A0A178IPB7	0	0	0
214|F0YTG2	0	0	0
215|A0A0F9W1L6	0	0	0
216|A0A097STA6	0	0	0
217|F5YF08	0	0	0
218|R5AFQ7	0	0	0
219|A0A0G4EPX2	0	0	0
220|A0A0F9YG05	0	0	0
221|A0A0H3U8C7	0	0	0
222|A7VPJ9	0	0	6.03702e-05
223|A0A0M0BEB4	0	0	0
224|A0A0N0V2Z9	0	0	0
225|A0A0F9V5X2	0	0	0
226|S0FWE3	0	0	0
227|W5VG97	0	0	0
228|R6SPH8	0	0	0
229|A0A178IG23	0	0	0
230|R5EXH4	0	0	0
231|E1QMF6	0	0	0
232|F3ZX73	0	0	0
233|A0A150ARC2	0	0	0
234|A0A173T9G2	0	0.00172047	0.000440861
235|A0A0F9ER35	0	0	0
236|R6UC25	0	0	0
237|C5EHI0	0	0	0
238|A0A126R0H0	0	0	0
239|R6TYY3	0	0	0
240|A0A0F9V5Y6	0	0	0
241|A0A0F9YFW5	0	0	0
242|R6J307	0	0	0
243|A0A174R1V4	0	0	0
244|A0A0F9V616	0	0	0
245|A0A101HY92	0	0	0
246|R9HMA1	0	0	0
247|F7KCX2	0	0	0
248|E1ZD18	0	0	0
249|D3E4A8	0	0	0
250|F4LMG8	0	0	0
251|R5A7W4	0	0	0
252|R7GI81	0	0	0
253|R5Y8K9	0	0	0
254|R5W5L9	0	0	0
255|A0A0F9FJ91	0	0	0
256|A0A174XER0	0	0	0
257|C7XCZ5	0	0	0
258|H1B4E8	0	0	0
259|F7PWQ9	0	0	0
260|H1BJS5	0	0	2.3365e-05
261|A0A0E2HN50	0	0	0
262|D5ET86	0	0	0
263|A0A087B617	0	0	0
264|H5XZF3	0	0	0
265|A0A0S7ZS05	0	0	0
266|R6LIS3	0	0	0
267|O26446	0	0	0
268|T2GGV4	0	0	0
269|A0A135VWA9	0	0	0
270|Q24T37	0	0	0
271|A0A077ZJ88	0	0	0
272|A0A0S8GU00	0	0	0
273|A0A164NCE3	0	0	0
274|R6M2V7	0	0	0
275|A0A0S8IJ57	0	0	0
276|A0A0S8HNF7	0	0	0
277|A0A0S8E684	0	0	0
278|A0A0R1R6B3	0	0	0
280|A0A0S8K0V5	0	0	0
281|A0A0F9C6I1	0	0	0
282|R6E6H1	0	0	0
284|G9YFM2	0	0	0
285|A0A0F9LFR1	0	0	0
286|A0A177QPG5	0	0	0
287|A0A0K8JBP0	0	0	0
288|X1KDW8	0	0	0
289|A0A0S8FNY7	0	0	0
290|A0A0F9H6E1	0	0	0
291|A0A0S8J037	0	0	0
